iid	bam	sex
PTN154	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN154/trimmed_bam/PTN154_ss.A0101_udghalf.trimmed.bam	f
PTN128	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN128/trimmed_bam/PTN128_ss.B0101_udghalf.trimmed.bam	m
PTN194	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN194/merged_bams/initial/PTN194_ss_udghalf_libmerged_rmdup.bam	m
PTN157	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN157/trimmed_bam/PTN157_ss.B0101_udghalf.trimmed.bam	m
PTN313	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN313/trimmed_bam/PTN313_ss.B0101_udghalf.trimmed.bam	m
PTN455	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN455/trimmed_bam/PTN455_ss.A0101_udghalf.trimmed.bam	m
PTN444	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN444/trimmed_bam/PTN444_ss.B0101_udghalf.trimmed.bam	m
PTN120	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN120/trimmed_bam/PTN120_ss.B0101_udghalf.trimmed.bam	f
PTN467	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN467/trimmed_bam/PTN467_ss.B0101_udghalf.trimmed.bam	f
PTN151	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN151/trimmed_bam/PTN151_ss.B0101_udghalf.trimmed.bam	m
PTN456	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN456/trimmed_bam/PTN456_ss.A0101_udghalf.trimmed.bam	f
PTN295	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN295/trimmed_bam/PTN295_ss.A0101_udghalf.trimmed.bam	m
PTN423	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN423/trimmed_bam/PTN423_ss.B0101_udghalf.trimmed.bam	f
PTN409	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN409/trimmed_bam/PTN409_ss.B0101_udghalf.trimmed.bam	m
PTN448	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN448/trimmed_bam/PTN448_ss.B0101_udghalf.trimmed.bam	f
PTN085	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN085/trimmed_bam/PTN085_ss.A0101_udghalf.trimmed.bam	m
PTN416	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN416/trimmed_bam/PTN416_ss.B0101_udghalf.trimmed.bam	m
PTN150	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN150/trimmed_bam/PTN150_ss.B0101_udghalf.trimmed.bam	m
PTN466	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN466/trimmed_bam/PTN466_ss.B0101_udghalf.trimmed.bam	f
PTN480	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN480/trimmed_bam/PTN480_ss.B0101_udghalf.trimmed.bam	m
PTN322	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN322/trimmed_bam/PTN322_ss.B0101_udghalf.trimmed.bam	m
PTN100	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN100/trimmed_bam/PTN100_ss.A0101_udghalf.trimmed.bam	f
PTN142	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN142/trimmed_bam/PTN142_ss.B0101_udghalf.trimmed.bam	f
PTN089	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN089/trimmed_bam/PTN089_ss.B0101_udghalf.trimmed.bam	m
PTN179	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN179/merged_bams/initial/PTN179_ss_udghalf_libmerged_rmdup.bam	m
PTN084	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN084/trimmed_bam/PTN084_ss.A0101_udghalf.trimmed.bam	f
PTN090	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN090/trimmed_bam/PTN090_ss.B0101_udghalf.trimmed.bam	m
PTN478	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN478/trimmed_bam/PTN478_ss.B0101_udghalf.trimmed.bam	f
PTN239	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN239/merged_bams/initial/PTN239_ss_udghalf_libmerged_rmdup.bam	m
PTN418	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN418/trimmed_bam/PTN418_ss.B0101_udghalf.trimmed.bam	m
PTN422	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN422/trimmed_bam/PTN422_ss.B0101_udghalf.trimmed.bam	f
PTN230	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN230/merged_bams/initial/PTN230_ss_udghalf_libmerged_rmdup.bam	m
PTN321	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN321/trimmed_bam/PTN321_ss.B0101_udghalf.trimmed.bam	f
PTN428	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN428/trimmed_bam/PTN428_ss.B0101_udghalf.trimmed.bam	m
PTN202	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN202/merged_bams/initial/PTN202_ss_udghalf_libmerged_rmdup.bam	f
PTN468	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN468/trimmed_bam/PTN468_ss.A0101_udghalf.trimmed.bam	m
PTN105	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN105/trimmed_bam/PTN105_ss.B0101_udghalf.trimmed.bam	f
PTN122	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN122/trimmed_bam/PTN122_ss.B0101_udghalf.trimmed.bam	m
PTN135	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN135/trimmed_bam/PTN135_ss.B0101_udghalf.trimmed.bam	m
PTN097	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN097/trimmed_bam/PTN097_ss.B0101_udghalf.trimmed.bam	f
PTN277	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN277/trimmed_bam/PTN277_ss.B0101_udghalf.trimmed.bam	m
PTN259	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN259/trimmed_bam/PTN259_ss.B0101_udghalf.trimmed.bam	m
PTN276	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN276/trimmed_bam/PTN276_ss.A0101_udghalf.trimmed.bam	m
PTN263	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN263/trimmed_bam/PTN263_ss.A0101_udghalf.trimmed.bam	f
PTN132	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN132/trimmed_bam/PTN132_ss.B0101_udghalf.trimmed.bam	f
PTN460	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN460/trimmed_bam/PTN460_ss.B0101_udghalf.trimmed.bam	m
PTN197	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN197/merged_bams/initial/PTN197_ss_udghalf_libmerged_rmdup.bam	m
PTN439	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN439/trimmed_bam/PTN439_ss.B0101_udghalf.trimmed.bam	m
PTN131	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN131/trimmed_bam/PTN131_ss.B0101_udghalf.trimmed.bam	f
PTN454	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN454/trimmed_bam/PTN454_ss.B0101_udghalf.trimmed.bam	f
PTN461	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN461/trimmed_bam/PTN461_ss.B0101_udghalf.trimmed.bam	f
PTN264	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN264/trimmed_bam/PTN264_ss.A0101_udghalf.trimmed.bam	f
PTN299	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN299/trimmed_bam/PTN299_ss.B0101_udghalf.trimmed.bam	f
PTN158	/mnt/archgen/Autorun_eager/eager_outputs/SG/PTN/PTN158/trimmed_bam/PTN158_ss.B0101_udghalf.trimmed.bam	m
